trans_date_trans_time,cc_num,merchant,category,amt,city,job,dob
2020-06-22 03:55:36,3524574586339330,Kuhn LLC,shopping_pos,777.45,Vero Beach,"Librarian, public",1986-05-07
2020-06-22 04:58:25,3524574586339330,Schumm PLC,shopping_net,967.86,Vero Beach,"Librarian, public",1986-05-07
2020-06-22 21:51:05,4005676619255478,"Baumbach, Strosin and Nicolas",shopping_pos,825.81,Denham Springs,Herbalist,1994-05-31
2020-06-22 22:20:13,3524574586339330,Shanahan-Lehner,personal_care,21.92,Vero Beach,"Librarian, public",1986-05-07
2020-06-22 23:08:25,3524574586339330,"Haley, Batz and Auer",health_fitness,21.74,Vero Beach,"Librarian, public",1986-05-07
2020-06-22 23:35:47,3524574586339330,Kutch-Wilderman,home,250.32,Vero Beach,"Librarian, public",1986-05-07
2020-06-24 00:26:45,180098888332620,DuBuque LLC,grocery_pos,315.45,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 00:44:24,180098888332620,"Huel, Hammes and Witting",grocery_pos,279.78,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 02:56:50,180098888332620,Murray-Smitham,grocery_pos,287.38,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 03:21:56,180098888332620,Heidenreich PLC,grocery_pos,276.4,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 03:33:40,180098888332620,Huels-Hahn,gas_transport,7.82,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 22:03:55,180098888332620,Durgan-Auer,misc_net,790.54,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 22:07:11,180098888332620,Bednar Group,misc_net,723.23,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 22:26:26,3593118134380341,Hills-Boyer,personal_care,46.36,Steuben,Make,1959-05-10
2020-06-24 22:30:10,180098888332620,Sawayn PLC,shopping_pos,996.31,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 23:06:34,180098888332620,"Mosciski, Ziemann and Farrell",shopping_net,902.3,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 23:15:28,180098888332620,"Baumbach, Hodkiewicz and Walsh",shopping_pos,741.77,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 23:20:06,3593118134380341,Terry-Huel,shopping_net,900.77,Steuben,Make,1959-05-10
2020-06-24 23:24:22,180098888332620,Pfeffer and Sons,shopping_pos,1047.3,Springville,"Scientist, research (maths)",1959-03-30
2020-06-24 23:46:55,3593118134380341,Ruecker Group,misc_net,737.99,Steuben,Make,1959-05-10
2020-06-24 23:54:32,3593118134380341,Turcotte-Halvorson,misc_pos,49.18,Steuben,Make,1959-05-10
2020-06-25 18:16:26,3593118134380341,"Mosciski, Ziemann and Farrell",shopping_net,1046.97,Steuben,Make,1959-05-10
2020-06-25 22:24:27,3593118134380341,Miller-Harris,misc_net,850.82,Steuben,Make,1959-05-10
2020-06-25 23:01:19,3593118134380341,Goyette Inc,shopping_net,976.48,Steuben,Make,1959-05-10
2020-06-25 23:37:19,3593118134380341,Lemke and Sons,travel,4.64,Steuben,Make,1959-05-10
2020-06-25 23:48:37,180098888332620,"Bahringer, Osinski and Block",food_dining,95.52,Springville,"Scientist, research (maths)",1959-03-30
2020-06-26 01:35:14,213161231269724,"Osinski, Ledner and Leuschke",grocery_pos,297.2,Gadsden,Physiological scientist,1963-02-09
2020-06-26 01:51:55,213161231269724,Kilback LLC,grocery_pos,315.72,Gadsden,Physiological scientist,1963-02-09
2020-06-26 05:56:53,213161231269724,"Schaefer, Maggio and Daugherty",gas_transport,8.32,Gadsden,Physiological scientist,1963-02-09
2020-06-26 09:31:33,6544734391390261,Kunze Inc,grocery_pos,309.04,Highland,Community arts worker,1982-02-08
2020-06-26 16:34:06,213161231269724,"Schiller, Blanda and Johnson",home,219.46,Gadsden,Physiological scientist,1963-02-09
2020-06-26 22:08:07,213161231269724,"Herman, Treutel and Dickens",misc_net,749.59,Gadsden,Physiological scientist,1963-02-09
2020-06-26 22:20:01,213161231269724,Heathcote LLC,shopping_net,1129.53,Gadsden,Physiological scientist,1963-02-09
2020-06-26 22:55:04,213161231269724,Volkman Ltd,misc_net,844.29,Gadsden,Physiological scientist,1963-02-09
2020-06-26 23:18:46,6544734391390261,Schumm PLC,shopping_net,949.88,Highland,Community arts worker,1982-02-08
2020-06-26 23:37:45,6544734391390261,Boyer PLC,shopping_net,935.06,Highland,Community arts worker,1982-02-08
2020-06-26 23:38:10,6544734391390261,Kerluke-Abshire,shopping_net,1025.61,Highland,Community arts worker,1982-02-08
2020-06-27 00:42:18,3573386445588324,"Stroman, Hudson and Erdman",gas_transport,18.25,Barnard,Systems developer,1969-10-30
2020-06-27 01:14:25,6544734391390261,Koss and Sons,gas_transport,11.82,Highland,Community arts worker,1982-02-08
2020-06-27 02:06:49,6544734391390261,"Tillman, Fritsch and Schmitt",misc_net,764.71,Highland,Community arts worker,1982-02-08
2020-06-27 03:48:35,6544734391390261,Hackett-Lueilwitz,grocery_pos,294.78,Highland,Community arts worker,1982-02-08
2020-06-27 16:14:03,6544734391390261,Schumm PLC,shopping_net,917.11,Highland,Community arts worker,1982-02-08
2020-06-27 19:47:59,3573386445588324,Volkman Ltd,misc_net,667.17,Barnard,Systems developer,1969-10-30
2020-06-27 22:23:08,6544734391390261,Mosciski Group,travel,9.99,Highland,Community arts worker,1982-02-08
2020-06-27 22:39:07,3573386445588324,Zboncak LLC,food_dining,135.82,Barnard,Systems developer,1969-10-30
2020-06-27 22:55:13,3573386445588324,Spencer PLC,entertainment,614.72,Barnard,Systems developer,1969-10-30
2020-06-27 23:04:11,213161231269724,"Towne, Greenholt and Koepp",shopping_net,996.41,Gadsden,Physiological scientist,1963-02-09
2020-06-27 23:07:02,213161231269724,Medhurst PLC,shopping_net,895.25,Gadsden,Physiological scientist,1963-02-09
2020-06-27 23:26:42,213161231269724,Bashirian Group,shopping_net,1134.41,Gadsden,Physiological scientist,1963-02-09
2020-06-28 02:01:49,3581130339108561,Heidenreich PLC,grocery_pos,314.28,Akron,Call centre manager,1964-03-15
2020-06-28 03:23:52,3573386445588324,"Schumm, Bauch and Ondricka",grocery_pos,319.53,Barnard,Systems developer,1969-10-30
2020-06-28 06:58:06,3581130339108561,"Schultz, Simonis and Little",grocery_pos,241.45,Akron,Call centre manager,1964-03-15
2020-06-28 22:12:08,3581130339108561,"Labadie, Treutel and Bode",shopping_net,1159.89,Akron,Call centre manager,1964-03-15
2020-06-28 22:21:29,3573386445588324,Gerlach Inc,shopping_net,1051.14,Barnard,Systems developer,1969-10-30
2020-06-28 23:24:26,3581130339108561,Fisher-Schowalter,shopping_net,1142.66,Akron,Call centre manager,1964-03-15
2020-06-28 23:28:24,3573386445588324,Miller-Harris,misc_net,777.75,Barnard,Systems developer,1969-10-30
2020-06-28 23:48:51,3581130339108561,"Heathcote, Yost and Kertzmann",shopping_net,1197.26,Akron,Call centre manager,1964-03-15
2020-06-29 00:15:24,571844099986,"Schoen, Kuphal and Nitzsche",grocery_pos,307.26,Louisville,Engineering geologist,1952-04-02
2020-06-29 01:17:03,4761403817546679245,Lemke-Gutmann,shopping_net,969.7,Viola,Psychiatric nurse,1986-05-02
2020-06-29 01:29:03,3581130339108561,"Goldner, Kovacek and Abbott",grocery_pos,314.73,Akron,Call centre manager,1964-03-15
2020-06-29 02:10:13,4761403817546679245,Auer-Mosciski,grocery_pos,347.63,Viola,Psychiatric nurse,1986-05-02
2020-06-29 02:23:28,3528231451607350,"Schultz, Simonis and Little",grocery_pos,342.87,Heislerville,Exercise physiologist,1940-09-06
2020-06-29 02:44:41,571844099986,Kunze Inc,grocery_pos,291.15,Louisville,Engineering geologist,1952-04-02
2020-06-29 03:32:01,3528231451607350,"Schultz, Simonis and Little",grocery_pos,326.49,Heislerville,Exercise physiologist,1940-09-06
2020-06-29 06:55:59,4761403817546679245,Gleason-Macejkovic,shopping_net,1071.19,Viola,Psychiatric nurse,1986-05-02
2020-06-29 08:16:40,571844099986,"Osinski, Ledner and Leuschke",grocery_pos,344.74,Louisville,Engineering geologist,1952-04-02
2020-06-29 17:44:27,571844099986,Wilkinson Ltd,entertainment,443.97,Louisville,Engineering geologist,1952-04-02
2020-06-29 22:10:42,3528231451607350,Dooley Inc,shopping_pos,854.92,Heislerville,Exercise physiologist,1940-09-06
2020-06-29 22:35:58,4761403817546679245,"Schiller, Blanda and Johnson",home,342.36,Viola,Psychiatric nurse,1986-05-02
2020-06-29 22:43:27,3528231451607350,Lockman Ltd,grocery_pos,320.36,Heislerville,Exercise physiologist,1940-09-06
2020-06-29 23:10:14,4761403817546679245,Monahan-Morar,personal_care,21.88,Viola,Psychiatric nurse,1986-05-02
2020-06-29 23:16:13,30551643947183,Ankunding-Carroll,travel,8.85,Grover,Toxicologist,1973-11-14
2020-06-29 23:28:28,571844099986,Sawayn PLC,shopping_pos,888.56,Louisville,Engineering geologist,1952-04-02
2020-06-29 23:38:00,4761403817546679245,Pacocha-Weissnat,kids_pets,20.53,Viola,Psychiatric nurse,1986-05-02
2020-06-29 23:40:46,571844099986,Jaskolski-Vandervort,misc_net,878.42,Louisville,Engineering geologist,1952-04-02
2020-06-29 23:52:03,4761403817546679245,Osinski Inc,personal_care,22.91,Viola,Psychiatric nurse,1986-05-02
2020-06-29 23:55:16,3581130339108561,"Gottlieb, Considine and Schultz",shopping_net,1004.99,Akron,Call centre manager,1964-03-15
2020-06-29 23:55:18,3581130339108561,Brown PLC,misc_net,793.07,Akron,Call centre manager,1964-03-15
2020-06-29 23:56:05,3581130339108561,Jewess LLC,shopping_pos,1013.85,Akron,Call centre manager,1964-03-15
2020-06-30 00:03:56,3586008444788268,Schmitt Inc,gas_transport,9.78,Issaquah,Osteopath,1984-02-29
2020-06-30 00:16:08,571844099986,"Schoen, Kuphal and Nitzsche",grocery_pos,302.75,Louisville,Engineering geologist,1952-04-02
2020-06-30 00:24:48,3528231451607350,Bins-Rice,gas_transport,18.82,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 00:27:19,571844099986,Bogisich Inc,grocery_pos,315.39,Louisville,Engineering geologist,1952-04-02
2020-06-30 01:25:08,3586008444788268,Fisher Inc,shopping_net,1020.48,Issaquah,Osteopath,1984-02-29
2020-06-30 01:32:44,4761403817546679245,Kerluke PLC,misc_net,795.07,Viola,Psychiatric nurse,1986-05-02
2020-06-30 01:40:26,4761403817546679245,"Langworth, Boehm and Gulgowski",shopping_net,829.4,Viola,Psychiatric nurse,1986-05-02
2020-06-30 02:02:32,30551643947183,"Kovacek, Dibbert and Ondricka",grocery_pos,319.23,Grover,Toxicologist,1973-11-14
2020-06-30 02:11:22,3586008444788268,Ledner-Pfannerstill,gas_transport,8.06,Issaquah,Osteopath,1984-02-29
2020-06-30 02:16:22,30551643947183,Sawayn PLC,shopping_pos,772.65,Grover,Toxicologist,1973-11-14
2020-06-30 02:36:40,4761403817546679245,Miller-Hauck,grocery_pos,353.35,Viola,Psychiatric nurse,1986-05-02
2020-06-30 02:59:45,3586008444788268,Kiehn Inc,grocery_pos,348.48,Issaquah,Osteopath,1984-02-29
2020-06-30 03:06:29,3528231451607350,DuBuque LLC,grocery_pos,320.73,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 03:13:30,3586008444788268,"Goyette, Howell and Collier",shopping_pos,826.27,Issaquah,Osteopath,1984-02-29
2020-06-30 03:16:01,3586008444788268,Wilkinson Ltd,entertainment,483.28,Issaquah,Osteopath,1984-02-29
2020-06-30 03:21:07,30551643947183,Fisher-Schowalter,shopping_net,1071.12,Grover,Toxicologist,1973-11-14
2020-06-30 03:27:49,3528231451607350,Kuhic Inc,grocery_pos,307.33,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 03:49:23,3528231451607350,Doyle Ltd,grocery_pos,347.88,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 03:59:50,3586008444788268,"Effertz, Welch and Schowalter",entertainment,520.02,Issaquah,Osteopath,1984-02-29
2020-06-30 04:41:27,30551643947183,Herzog Ltd,misc_pos,8.13,Grover,Toxicologist,1973-11-14
2020-06-30 05:05:00,4761403817546679245,Huel-Langworth,misc_net,778.42,Viola,Psychiatric nurse,1986-05-02
2020-06-30 10:04:00,4761403817546679245,Boyer-Reichert,shopping_net,989.92,Viola,Psychiatric nurse,1986-05-02
2020-06-30 12:27:14,571844099986,"Kuhic, Bins and Pfeffer",shopping_net,1143.96,Louisville,Engineering geologist,1952-04-02
2020-06-30 16:42:15,3586008444788268,Schaefer Ltd,kids_pets,19.68,Issaquah,Osteopath,1984-02-29
2020-06-30 19:16:07,3528231451607350,Gutmann-Upton,misc_pos,50.07,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 21:38:41,3528231451607350,"Kihn, Abernathy and Douglas",shopping_net,1123.95,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 22:02:57,3528231451607350,McGlynn-Heathcote,misc_net,830.06,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 22:18:16,3586008444788268,"Mueller, Gerhold and Mueller",health_fitness,23.36,Issaquah,Osteopath,1984-02-29
2020-06-30 22:32:25,4761403817546679245,Hilpert-Conroy,kids_pets,18.85,Viola,Psychiatric nurse,1986-05-02
2020-06-30 22:43:00,30551643947183,Ziemann-Waters,health_fitness,18.4,Grover,Toxicologist,1973-11-14
2020-06-30 23:04:32,571844099986,"Gottlieb, Considine and Schultz",shopping_net,993.55,Louisville,Engineering geologist,1952-04-02
2020-06-30 23:16:18,3528231451607350,"Romaguera, Cruickshank and Greenholt",shopping_net,970.38,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 23:16:28,3528231451607350,"Kerluke, Kertzmann and Wiza",misc_net,809.53,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 23:16:40,571844099986,"Haley, Jewess and Bechtelar",shopping_pos,917.97,Louisville,Engineering geologist,1952-04-02
2020-06-30 23:21:21,4761403817546679245,Jakubowski Inc,home,277.68,Viola,Psychiatric nurse,1986-05-02
2020-06-30 23:45:52,3528231451607350,"Huel, Hammes and Witting",grocery_pos,359.26,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 23:46:30,3528231451607350,Torphy-Goyette,shopping_pos,727.32,Heislerville,Exercise physiologist,1940-09-06
2020-06-30 23:48:35,571844099986,"Huel, Hammes and Witting",grocery_pos,284.94,Louisville,Engineering geologist,1952-04-02
2020-07-01 03:52:51,3586008444788268,Bashirian Group,shopping_net,1001.99,Issaquah,Osteopath,1984-02-29
2020-07-01 15:21:14,3586008444788268,"Bahringer, Bergnaum and Quitzon",home,232.25,Issaquah,Osteopath,1984-02-29
2020-07-01 22:51:21,6011893664860915,Zulauf LLC,personal_care,17.71,Littleton,Water engineer,1975-07-31
2020-07-02 04:12:43,6011893664860915,"Koss, McLaughlin and Mayer",food_dining,132.33,Littleton,Water engineer,1975-07-31
2020-07-02 23:17:05,3540416671210051,Balistreri-Nader,misc_pos,9.03,Rice,"Engineer, water",1944-05-30
2020-07-03 00:18:13,3540416671210051,"Casper, Hand and Zulauf",grocery_pos,286.73,Rice,"Engineer, water",1944-05-30
2020-07-03 00:41:07,3589255887819806,"Moen, Reinger and Murphy",grocery_pos,278.04,Hancock,Press photographer,1984-02-14
2020-07-03 01:52:30,3589255887819806,Kuvalis Ltd,gas_transport,6.99,Hancock,Press photographer,1984-02-14
2020-07-03 02:07:47,3540416671210051,"Schumm, Bauch and Ondricka",grocery_pos,262.49,Rice,"Engineer, water",1944-05-30
2020-07-03 09:35:53,3589255887819806,"Schumm, Bauch and Ondricka",grocery_pos,305.34,Hancock,Press photographer,1984-02-14
2020-07-03 22:19:41,3589255887819806,"Nienow, Ankunding and Collier",misc_pos,6.67,Hancock,Press photographer,1984-02-14
2020-07-03 22:31:00,3540416671210051,"Schmeler, Bashirian and Price",shopping_net,1115.94,Rice,"Engineer, water",1944-05-30
2020-07-03 22:44:10,3589255887819806,McGlynn-Heathcote,misc_net,693.71,Hancock,Press photographer,1984-02-14
2020-07-03 22:56:41,3540416671210051,Bednar Inc,travel,10.32,Rice,"Engineer, water",1944-05-30
2020-07-03 23:07:22,3589255887819806,"Langworth, Boehm and Gulgowski",shopping_net,991.33,Hancock,Press photographer,1984-02-14
2020-07-03 23:13:05,3540416671210051,Kuphal-Bartoletti,misc_net,912.89,Rice,"Engineer, water",1944-05-30
2020-07-03 23:17:06,3540416671210051,Kozey-McDermott,travel,11.83,Rice,"Engineer, water",1944-05-30
2020-07-03 23:22:20,3540416671210051,Gleason-Macejkovic,shopping_net,1061.91,Rice,"Engineer, water",1944-05-30
2020-07-03 23:43:45,3589255887819806,Gerlach Inc,shopping_net,840.53,Hancock,Press photographer,1984-02-14
2020-07-04 01:26:48,3589255887819806,Doyle Ltd,grocery_pos,291.0,Hancock,Press photographer,1984-02-14
2020-07-04 01:30:56,3589255887819806,Bednar Group,misc_net,685.26,Hancock,Press photographer,1984-02-14
2020-07-04 03:17:41,4989847570577635369,Kiehn Inc,grocery_pos,352.15,Prosperity,Archaeologist,1994-07-09
2020-07-04 03:30:13,4989847570577635369,Macejkovic-Lesch,shopping_pos,627.43,Prosperity,Archaeologist,1994-07-09
2020-07-04 04:42:16,4989847570577635369,Wilkinson Ltd,entertainment,572.32,Prosperity,Archaeologist,1994-07-09
2020-07-04 10:28:50,4989847570577635369,Cole PLC,grocery_pos,349.74,Prosperity,Archaeologist,1994-07-09
2020-07-04 22:35:47,3589255887819806,Hills-Witting,shopping_net,874.99,Hancock,Press photographer,1984-02-14
2020-07-04 23:44:03,3589255887819806,Schmitt Ltd,misc_net,709.43,Hancock,Press photographer,1984-02-14
2020-07-04 23:45:01,3589255887819806,Gislason Group,misc_pos,7.6,Hancock,Press photographer,1984-02-14
2020-07-05 00:18:33,4462038234743679432,"Casper, Hand and Zulauf",grocery_pos,343.75,Dell City,Hydrogeologist,1945-11-26
2020-07-05 01:22:56,4989847570577635369,Kuphal-Bartoletti,misc_net,875.02,Prosperity,Archaeologist,1994-07-09
2020-07-05 01:46:18,4989847570577635369,Bradtke PLC,grocery_pos,338.47,Prosperity,Archaeologist,1994-07-09
2020-07-05 02:44:58,4989847570577635369,Will Ltd,food_dining,136.93,Prosperity,Archaeologist,1994-07-09
2020-07-05 03:15:53,4462038234743679432,"Harris, Gusikowski and Heaney",grocery_net,13.13,Dell City,Hydrogeologist,1945-11-26
2020-07-05 03:42:14,4989847570577635369,Connelly PLC,food_dining,115.28,Prosperity,Archaeologist,1994-07-09
2020-07-05 03:50:28,4989847570577635369,Wilkinson Ltd,entertainment,520.74,Prosperity,Archaeologist,1994-07-09
2020-07-05 17:04:01,4989847570577635369,"McDermott, Osinski and Morar",home,252.48,Prosperity,Archaeologist,1994-07-09
2020-07-05 22:13:31,4989847570577635369,Kozey-Kuhlman,personal_care,21.11,Prosperity,Archaeologist,1994-07-09
2020-07-05 22:29:31,4462038234743679432,Roberts-Beahan,misc_pos,51.79,Dell City,Hydrogeologist,1945-11-26
2020-07-05 22:49:40,4989847570577635369,Cartwright PLC,kids_pets,19.44,Prosperity,Archaeologist,1994-07-09
2020-07-05 23:14:28,4989847570577635369,"Streich, Rolfson and Wilderman",kids_pets,17.05,Prosperity,Archaeologist,1994-07-09
2020-07-05 23:27:39,4989847570577635369,Carroll PLC,health_fitness,17.0,Prosperity,Archaeologist,1994-07-09
2020-07-05 23:33:17,4989847570577635369,Ziemann-Waters,health_fitness,19.05,Prosperity,Archaeologist,1994-07-09
2020-07-06 00:44:35,4462038234743679432,Lockman Ltd,grocery_pos,315.89,Dell City,Hydrogeologist,1945-11-26
2020-07-06 01:01:59,30197398657930,Jast Ltd,shopping_net,794.77,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 01:07:20,30197398657930,Gibson-Deckow,entertainment,576.52,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 01:13:28,30197398657930,"Swaniawski, Lowe and Robel",shopping_pos,881.1,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 02:47:51,4462038234743679432,Bahringer-Larson,grocery_net,15.85,Dell City,Hydrogeologist,1945-11-26
2020-07-06 02:51:13,4462038234743679432,Bradtke PLC,grocery_pos,341.91,Dell City,Hydrogeologist,1945-11-26
2020-07-06 03:29:11,4462038234743679432,"Tillman, Dickinson and Labadie",gas_transport,23.11,Dell City,Hydrogeologist,1945-11-26
2020-07-06 03:47:08,4462038234743679432,Collier Inc,grocery_net,10.84,Dell City,Hydrogeologist,1945-11-26
2020-07-06 03:51:56,30197398657930,"Bins, Balistreri and Beatty",shopping_pos,835.42,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 19:11:56,4462038234743679432,Kerluke Inc,misc_net,913.39,Dell City,Hydrogeologist,1945-11-26
2020-07-06 22:08:55,30197398657930,Bode-Schuster,kids_pets,23.1,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 22:21:31,30197398657930,Berge-Ullrich,home,249.28,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 22:33:04,30197398657930,Gaylord-Powlowski,home,217.73,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 22:44:38,4462038234743679432,Boyer-Reichert,shopping_net,887.24,Dell City,Hydrogeologist,1945-11-26
2020-07-06 23:15:29,30197398657930,Eichmann-Kilback,home,198.97,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-06 23:48:11,30197398657930,"Kling, Howe and Schneider",home,259.8,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-07 00:58:49,4713464490314802,Cole PLC,grocery_pos,274.81,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-07 02:12:52,4713464490314802,Wolf Inc,grocery_pos,312.58,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-07 03:34:47,4713464490314802,Cartwright-Harris,grocery_pos,299.28,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-07 03:47:13,30197398657930,"Moen, Reinger and Murphy",grocery_pos,346.42,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-07 09:49:26,30197398657930,"Stanton, Jakubowski and Baumbach",shopping_net,1041.39,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-07 14:14:05,30197398657930,Romaguera and Sons,travel,7.9,Creedmoor,Chief Strategy Officer,1987-09-19
2020-07-07 18:19:10,4713464490314802,Stoltenberg-Beatty,shopping_pos,892.88,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-07 22:35:15,4713464490314802,Bashirian Group,shopping_net,1008.78,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-08 02:05:41,503851367360,Doyle Ltd,grocery_pos,331.18,Grifton,Forensic psychologist,1957-06-27
2020-07-08 02:51:09,4713464490314802,O'Keefe-Hudson,grocery_pos,309.7,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-08 11:05:54,4713464490314802,Pacocha-O'Reilly,grocery_pos,288.84,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-08 12:15:23,4713464490314802,Bauch-Raynor,grocery_pos,279.11,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-08 22:30:04,503851367360,Lynch Ltd,shopping_pos,915.47,Grifton,Forensic psychologist,1957-06-27
2020-07-08 22:35:20,4713464490314802,Goyette Inc,shopping_net,1083.38,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-08 22:44:21,503851367360,Bashirian Group,shopping_net,913.98,Grifton,Forensic psychologist,1957-06-27
2020-07-08 23:11:56,503851367360,Wiza LLC,misc_pos,7.97,Grifton,Forensic psychologist,1957-06-27
2020-07-08 23:24:56,4713464490314802,"Rodriguez, Yost and Jenkins",misc_net,667.98,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-08 23:47:48,4713464490314802,"Kihn, Abernathy and Douglas",shopping_net,1002.25,Mc Intosh,"Designer, industrial/product",1981-01-26
2020-07-09 00:02:54,503851367360,Cummerata-Jones,gas_transport,10.77,Grifton,Forensic psychologist,1957-06-27
2020-07-09 00:52:11,503851367360,Hintz-Bruen,grocery_net,7.11,Grifton,Forensic psychologist,1957-06-27
2020-07-09 01:53:48,503851367360,Bauch-Raynor,grocery_pos,311.42,Grifton,Forensic psychologist,1957-06-27
2020-07-09 18:49:23,503851367360,"Swaniawski, Lowe and Robel",shopping_pos,952.8,Grifton,Forensic psychologist,1957-06-27
2020-07-09 22:30:55,503851367360,Pouros-Haag,shopping_pos,999.59,Grifton,Forensic psychologist,1957-06-27
2020-07-09 23:59:54,503851367360,Cartwright-Harris,grocery_pos,279.28,Grifton,Forensic psychologist,1957-06-27
2020-07-10 15:57:47,675961917837,Torphy-Goyette,shopping_pos,732.17,Sprague,Chiropodist,1967-08-24
2020-07-10 20:38:35,675961917837,"Baumbach, Hodkiewicz and Walsh",shopping_pos,837.54,Sprague,Chiropodist,1967-08-24
2020-07-10 22:42:44,675961917837,Koepp-Parker,grocery_pos,333.89,Sprague,Chiropodist,1967-08-24
2020-07-10 22:50:19,6011399591920186,"Roberts, Daniel and Macejkovic",kids_pets,19.05,Sheffield,Radio producer,1973-10-14
2020-07-10 23:09:59,6011399591920186,"Schneider, Hayes and Nikolaus",food_dining,149.42,Sheffield,Radio producer,1973-10-14
2020-07-10 23:19:01,675961917837,McGlynn-Jaskolski,misc_pos,51.07,Sprague,Chiropodist,1967-08-24
2020-07-10 23:26:13,675961917837,Pouros-Haag,shopping_pos,951.91,Sprague,Chiropodist,1967-08-24
2020-07-10 23:46:17,6011399591920186,Lynch-Mohr,travel,8.41,Sheffield,Radio producer,1973-10-14
2020-07-10 23:59:14,6011399591920186,"Schoen, Nienow and Bauch",personal_care,17.77,Sheffield,Radio producer,1973-10-14
